Wall time,Step,Value
1712034740.928769,0,5.351315021514893
1712034912.7591572,1,5.201972007751465
1712035084.031702,2,4.959955215454102
1712035254.9905827,3,4.793858528137207
1712035425.9751837,4,4.658278465270996
1712035597.2197933,5,4.5731940269470215
1712035768.708492,6,4.5236496925354
1712035939.7973115,7,4.4804277420043945
1712036111.3720586,8,4.440663814544678
1712036282.4560907,9,4.400295257568359
1712036453.727851,10,4.376968860626221
1712036624.707791,11,4.353787422180176
1712036795.823503,12,4.339696884155273
1712036966.9244382,13,4.322502136230469
1712037138.0424836,14,4.306734085083008
1712037309.1153142,15,4.294802188873291
1712037479.8155813,16,4.287288665771484
1712037650.6374834,17,4.275003433227539
1712037821.47287,18,4.261991024017334
1712037992.8327327,19,4.252567291259766
1712038163.6882465,20,4.246264934539795
1712038335.017214,21,4.237380504608154
1712038506.6442702,22,4.235238075256348
1712038677.5860598,23,4.2252631187438965
1712038848.763366,24,4.221031665802002
1712039019.8325732,25,4.218257427215576
1712039191.1543,26,4.210373878479004
1712039362.0950558,27,4.204329967498779
1712039533.5618813,28,4.1969451904296875
1712039704.4772785,29,4.19909143447876
1712039875.6578424,30,4.190129280090332
1712040046.3190746,31,4.182680130004883
1712040217.6004956,32,4.180240154266357
1712040389.1971838,33,4.176959037780762
1712040560.2024848,34,4.1754937171936035
1712040731.4735804,35,4.1671142578125
1712040902.538069,36,4.16450834274292
1712041073.7156525,37,4.1592698097229
1712041245.3624156,38,4.1587653160095215
1712041416.8175292,39,4.1533308029174805
1712041588.1350763,40,4.154560089111328
1712041759.3623295,41,4.147153377532959
1712041930.3688364,42,4.144512176513672
1712042101.9225602,43,4.142210006713867
1712042273.3489516,44,4.141598701477051
1712042444.5632446,45,4.1371612548828125
1712042616.0886893,46,4.136595249176025
1712042787.1426275,47,4.129642963409424
1712042958.4798822,48,4.129066467285156
1712043129.9212432,49,4.127575397491455
1712043300.928812,50,4.127624988555908
1712043471.51186,51,4.1251935958862305
1712043642.5671382,52,4.1158318519592285
1712043813.6939821,53,4.11629056930542
1712043984.9643097,54,4.110382080078125
1712044155.6515687,55,4.112570762634277
1712044326.4456124,56,4.106770992279053
1712044497.3421998,57,4.105921745300293
1712044668.2761025,58,4.100924015045166
1712044839.348156,59,4.104199409484863
1712045010.882292,60,4.100471496582031
1712045182.1513748,61,4.099487781524658
1712045352.8215778,62,4.0982666015625
1712045523.8488088,63,4.092804431915283
1712045694.953673,64,4.091255187988281
1712045865.890356,65,4.093062877655029
1712046036.9291973,66,4.084842681884766
1712046207.7382414,67,4.08608865737915
1712046378.629116,68,4.081882953643799
1712046549.436131,69,4.083999156951904
1712046720.4263136,70,4.083633899688721
1712046891.838115,71,4.083480358123779
1712047062.8360713,72,4.0784711837768555
1712047234.2469838,73,4.074674129486084
1712047405.494402,74,4.075486183166504
1712047576.2475114,75,4.077367305755615
1712047747.369347,76,4.075158596038818
1712047918.808188,77,4.070446491241455
1712048089.9956098,78,4.068026542663574
1712048261.139085,79,4.068182945251465
1712048432.5848553,80,4.066159248352051
1712048603.466892,81,4.064147472381592
1712048774.1974654,82,4.065688133239746
1712048944.996765,83,4.063604831695557
1712049116.0395682,84,4.061550617218018
1712049287.0481932,85,4.056922912597656
1712049458.153979,86,4.062018871307373
1712049629.1556284,87,4.056776523590088
1712049799.8636653,88,4.057012557983398
1712049971.1323392,89,4.054369926452637
1712050142.1803925,90,4.0530805587768555
1712050313.395774,91,4.053035259246826
1712050484.625793,92,4.047930717468262
1712050655.1919444,93,4.050780773162842
1712050825.6868145,94,4.048956871032715
1712050996.8569205,95,4.048954486846924
1712051167.6315143,96,4.043708324432373
1712051338.6645598,97,4.045834541320801
1712051509.4799116,98,4.045084476470947
1712051680.5376973,99,4.0431060791015625
